tweet,location,Airline,Class
"طيران ناس بينه وبين نداء ابها عداوه
رحلتين راحت عليه
والسب ماينادن خاصه من الرياض الي ابها
تخيلو في الاخير قالو خوينا ينادي بالرحله تستهبل خويك ينادي ومايك المناداه بالرحلات وينه
حسبي اله عليهم",.,Fly Nas,Negative
ذكرني مره ثانيه ماسافر علي طيران ناس,"Safwa, Kingdom of Saudi Arabia",Fly Nas,Negative
"اسال اله تعالي ان يمد في عمر كابتن جمال بالصحه والعافيه 
 
وشكرا اداره عمليات طيران ناس

 شركه طيران ناس ايضا تستحق جاءزه افضل شركه طيران في رعايه وتقدير موظفيها ولذلك هي شركه ناجحه وراءده",,Fly Nas,Positive
شكرا لكم طيران ناس ع هذه البادره احب الناس الي تدخل الفرحه ع قلوب الاخرين ولكم مني مكافءه بسافر ع طيران ناس ثلاث رحلات,المملكة العربية السعودية,Fly Nas,Positive
طيران ناس نقص عليهم طيار يعني ابشروا بتاخيرات زياده والغاء رحلات زياده,,Fly Nas,Negative
علي طيران ناس اسبوع تسفرك اسطنبول ومصر تكفي,..المملكة العربية السعودية..,Fly Nas,Positive
"طيران ناس لو يعطوني تذاكر مجانيه ماقصيت بوردينق عندهم 
عدم احترام لمواعيد الناس وتاجيل بالجمله
واذا حجزت كرسي في المقدمه ب ريال 
تجي وفيه احد تقول لمظيف تري دافع مبلغ اضافي ع التذكره لهذا الكرسي يقولك عاءله ومع بعض نشوفلك كرسي في اخر الطاءره","الرياض, المملكة العربية السعودية",Fly Nas,Negative
كعادتهم طيران ناس تاخير في الرحلات وعدم الالتزام بالمواعيد,,Fly Nas,Negative
كنت من محبي طيران ناس لكن الان بغير لشركه ثانيه,,Fly Nas,Negative
"سياسه طيران ناس سيءه جدا جدا
وسياسه طيران اديل سيءه جدا جدا 
تقول الذي صور سياستهم رجل واحد ما يخاف اله","جدة, المملكة العربية السعودية*",Fly Nas,Negative
يا ويل القاءمين علي طيران ناس من اله كيف تقابلون اله يوم القيامه بحقوق الناس ترخصون التذاكر واذا تاخر المسافر او حصل له ضرف راحه حقوقه وانتم تاجلون رحلاتكم ولا احد يحاسبكم او يراقب حقوق الناس اما حقوقكم تاخذوها بدون عنا حسبنا اله ونعم الوكيل علي كل شركه امثالكم,"جدة, المملكة العربية السعودية*",Fly Nas,Negative
"لا تنزعج فانك مع ناس
ه
اله يكون في عونك
شوف اي طيران اخر
السعوديه اديل",جيزان المملكة العربية السعودية,Fly Nas,Negative
اله يلعن طيران ناس اقسم باله فيه كلام ماودي اقوله,,Fly Nas,Negative
"قد تبت من طيران ناس الفشله لا احترام لعميل او وقته وعليها موظفين الواحد يتكلم كنه متفضل هذا بدل ما يعتذرون
لا وعليها ت…",,Fly Nas,Negative
"ولا زال استغفال شركات طيران ناس لرحلات جازان احمدندابنعشوان 
جازانالان",,Fly Nas,Negative
"قد تبت من طيران ناس الفشله لا احترام لعميل او وقته وعليها موظفين الواحد يتكلم كنه متفضل هذا بدل ما يعتذرون
لا وعليها تاجل الرحله ولا حد يعلن الا بعدها بساعه",في رعاية الله,Fly Nas,Negative
مر الوقت المحد واحنا الا الان ما طلعنا الطياره طيران ناس وبعدينطيراناس,المملكة العربية السعودية,Fly Nas,Negative
ما لحقت اودع عمي اله يرحمه والسب تاخير طيران ناس ومثل ما انتو شايفين مو اول مره طيراناس,المملكة العربية السعودية,Fly Nas,Negative
السلام عليكم ورحمه اله وبركاته الاخوه في طيران ناس يوجد اي عندكم تعويض مالي بقدر ريال لكل شخص لعد اربع اشخاص وحتي الان لم يتم استلام التعويض الان انا عندي رغبه بالذهاب الي جده وارغب الاستفاده من هذا التعويض بعمل حجز ذهاب واياب من الدمام الي جده كيف الطريقه,الدمام ,Fly Nas,Negative
انصح اي احد يبغي يحجز واله نصيحه لوجه اله ابتعدو عن طيران ناس,,Fly Nas,Negative
"صباح الرحلات الفجريه 
طيراناس قبل الاقلاع حاطين في الطياره موسيقي هادءه جميله تدخلك بجو السفر وتضفي علي النفس طاقه ايجابيه 
شكراطيراناس","جدة, المملكة العربية السعودية",Fly Nas,Positive
رحلتي مباشره الي اسطنبول والعوده مباشره الي جده وتفاجات انكم راسلين رساله العوده فيها انتظار المدينه هل هذا يقعل ي طيران ناس علما ان الرحله فيها اطفال معي,,Fly Nas,Negative
"رساله الي المسءولين في الخطوطالسعوديه وطيران ناس
لماذا تم ايقاف الرحلات المباشره من الدمام الي حاءل والعكس 
شي غريب وغ…",الرياض,Fly Nas,Negative
السلام عليكم ورحمه اله استفسار ما الفرق بين تذكره الرضيع والطفل والكبير في نظام طيران ناس السفر الدولي,,Fly Nas,Nutral
مع احترامي وتقديري لكم لو ان الناقل الجوي المعني طيران ناس تجاوب معي واعطاني حقوقي بعد عده مخاطبات واتصالات معه لما كتبت لكم عما حصل فهل يلزمني بعد ذلك اتباع الخطوات الطويله المقره منكم,saudi arabia,Fly Nas,Negative
طيران ناس تابع ماسبق فوجءت بتغير حجزي مرتين اخرها تغيره برحله غير مباشره وفي مواعيد غيرمناسبه مافرض علي الغاء الحجز والمطالبه بالقيمه التي دفعتها لهم وبعد اكثر من اسبوعين ارسلوا مبلغا اقل ما دفعت بحجه قيمه رساءل ال ورسوم اداريه فهل هذامن حقهم ياطيران مدني,saudi arabia,Fly Nas,Negative
طيران ناس بين قوسين سءال اطرحه علي اداره الطيران المدني السعوديه هل يحق لها ان تسلب مستحقات عملاءها بغير وجه حق لانه لامرجعيه لها تحاسبها وتعيد الحق لاصحابه حجزت علي ناس الي احدي الدول في رحله مباشره وعلي اساسه اجريت حجوزاتي علي الفنادق افاجء بعدها بتغير حجزي مرتين يتبع,saudi arabia,Fly Nas,Negative
"استكمالا لشركه طيران ناس
رحله رقم اليوم مساء

دوره المياه الخلفيه الموجوده علي الجانب الايسر اجهزه مكشوفه لعامه بدون اي اهتمام لسلامه العملاء او حتي لمظهر العام لشركه",jeddah🇸🇦,Fly Nas,Negative
"طيراناس

ليحذر الذي يشتري تذاكر من موقع ناس فاذا لم تلغ بعض الخيارات فانك تدفع قيمتها وانت غير منتبه
مثل التامين اذا ما ترغب تامن فهو محسوب عليك الا اذا الغيته قبل شراء التذكره",,Fly Nas,Nutral
طيران ناس تابع ماسبق فوجءت بتغير حجزي مرتين اخرها تغيره برحله غير مباشره وفي مواعيد غيرمناسبه مافرض علي الغاء ا…,,Fly Nas,Negative
عزيزي هذا هو طيران ناس عسي ان تجد حقك بس,في وسط تلك الصحراء.. ,Fly Nas,Negative
طيران ناس لي شهر احاول اتواصل معاكم ولا احد يرد علي,,Fly Nas,Negative
طيران ناس بين قوسين سءال اطرحه علي اداره الطيران المدني السعوديه هل يحق لها ان تسلب مستحقات عملاءها بغير وجه حق لانه لامرجعيه لها تحاسبها وتعيد الحق لاصحابه حجزت علي ناس الي احدي الدول في رحله مباشره وعلي اساسه اجريت حجوزاتي علي الفنادق افاجء بعدها بتغير حجزي مرتينيتبع,المملكة العربية السعودية,Fly Nas,Negative
اول تجربه طيران علي فلاي ناس ومن اسوء التجارب,"الوجه, المملكة العربية السعودية",Fly Nas,Negative
صدمت اليوم بخصوص طيران ناس لالغاء رحلتي من طرابزون الي الرياض والتي تم الغاءها بدون مقدمات ودخلت علي الموقع الخاص بكم وطلبت تعديل الرحله وفوجءت بان الموقع طلب رسوم لتعديل الرحله علما بان التعديل من المفترض ان يكون مجانا حسب الرساله المرسله منكم فاين المصداقيه,"الرياض, المملكة العربية السعود",Fly Nas,Negative
